Country,Product_name,Quantity_purchased,Crop_name,Feedback,Comments,Price,Total_price,Manufacturing,Transaction_date,Expiration,Review
Bangladesh,Cookie,19,"['Barley', 'Sugar']",0,No Feedback,80,1520,2023-12-18,2024-01-20,2024-03-17,No feedback
Bangladesh,Ketchup,48,['Tomato'],2,Poor,45,2160,2023-10-28,2024-01-17,2024-01-26,Not what I expected.
Bangladesh,Cookie,17,"['Barley', 'Sugar']",0,No Feedback,80,1360,2022-09-05,2022-11-03,2022-12-04,No feedback
Bangladesh,Ketchup,71,['Tomato'],3,Average,45,3195,2020-07-01,2020-08-27,2020-09-29,Okay for the price.
Bangladesh,Banana Chips,59,['Banana'],5,Excellent,35,2065,2025-01-01,2025-03-20,2025-04-01,Exceeded my expectations!
Pakistan,Khari,97,['Cumin'],5,Excellent,25,2425,2024-08-21,2024-09-30,2024-11-19,Exceeded my expectations!
Pakistan,Pasta,14,"['Wheat', 'Barley']",3,Average,75,1050,2022-09-19,2022-09-30,2022-12-18,Okay for the price.
Bhutan,Ketchup,40,['Tomato'],3,Average,65,2600,2020-10-14,2020-11-05,2021-01-12,Okay for the price.
Bangladesh,Khari,67,['Cumin'],2,Poor,20,1340,2022-05-28,2022-07-23,2022-08-26,Below average product.
Pakistan,Toffee,10,['Sugar'],2,Poor,12,120,2023-09-29,2023-11-30,2023-12-28,Below average product.
India,Pasta,17,"['Wheat', 'Barley']",0,No Feedback,120,2040,2021-10-05,2021-12-04,2022-01-03,No feedback
Bangladesh,Nachos,23,['Maize'],4,Good,35,805,2020-09-16,2020-09-30,2020-12-15,Quite happy with the product.
Sri-Lanka,Pasta,11,"['Wheat', 'Barley']",5,Excellent,100,1100,2023-03-08,2023-05-03,2023-06-06,Absolutely loved it!
India,Banana Chips,61,['Banana'],2,Poor,40,2440,2023-09-25,2023-11-20,2023-12-24,Below average product.
Bangladesh,Pasta,48,"['Wheat', 'Barley']",3,Average,95,4560,2024-10-12,2024-11-03,2025-01-10,Decent product overall.
Pakistan,Pasta,84,"['Wheat', 'Barley']",5,Excellent,75,6300,2020-12-02,2021-02-16,2021-03-02,Absolutely loved it!
Bangladesh,Pie,23,['Sugar'],5,Excellent,30,690,2025-05-08,2025-07-03,2025-08-06,Absolutely loved it!
Bhutan,Pie,50,['Sugar'],2,Poor,55,2750,2024-12-08,2025-02-07,2025-03-08,Below average product.
Bhutan,Nachos,19,['Maize'],3,Average,75,1425,2024-01-01,2024-01-11,2024-03-31,"Average product, nothing special."
Pakistan,Khari,41,['Cumin'],4,Good,25,1025,2025-01-10,2025-02-04,2025-04-10,"Good product, no issues."
Nepal,Pasta,50,"['Wheat', 'Barley']",0,No Feedback,100,5000,2023-05-25,2023-06-23,2023-08-23,No feedback
India,Maggi,97,['Wheat'],4,Good,25,2425,2024-02-20,2024-03-15,2024-05-20,Satisfactory purchase.
Bangladesh,Biscuit,49,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,18,882,2021-08-30,2021-10-20,2021-11-28,No feedback
India,Ketchup,77,['Tomato'],1,Very Poor,60,4620,2023-02-09,2023-04-13,2023-05-10,Would not recommend.
Bangladesh,Maggi,29,['Wheat'],0,No Feedback,35,1015,2022-10-24,2022-12-05,2023-01-22,No feedback
India,Cookie,66,"['Barley', 'Sugar']",0,No Feedback,100,6600,2021-06-02,2021-07-28,2021-08-31,No feedback
Bangladesh,Khari,11,['Cumin'],3,Average,20,220,2025-04-18,2025-06-07,2025-07-17,Okay for the price.
India,Pie,87,['Sugar'],5,Excellent,50,4350,2022-04-21,2022-06-10,2022-07-20,Outstanding product quality!
Sri-Lanka,Cookie,65,"['Barley', 'Sugar']",3,Average,85,5525,2020-07-28,2020-09-23,2020-10-26,Okay for the price.
Bangladesh,Banana Chips,35,['Banana'],1,Very Poor,35,1225,2020-09-29,2020-10-19,2020-12-28,Would not recommend.
Bhutan,Biscuit,86,"['Wheat', 'Sugar', 'Barley']",3,Average,25,2150,2022-12-10,2023-01-12,2023-03-10,Okay for the price.
Pakistan,Cookie,29,"['Barley', 'Sugar']",0,No Feedback,75,2175,2024-04-08,2024-06-17,2024-07-07,No feedback
Bhutan,Pasta,40,"['Wheat', 'Barley']",1,Very Poor,105,4200,2021-02-24,2021-04-22,2021-05-25,Disappointed with the product.
Pakistan,Biscuit,18,"['Wheat', 'Sugar', 'Barley']",2,Poor,15,270,2023-02-25,2023-04-28,2023-05-26,Below average product.
Sri-Lanka,Toffee,80,['Sugar'],4,Good,10,800,2023-07-29,2023-08-31,2023-10-27,Satisfactory purchase.
Sri-Lanka,Biscuit,93,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,22,2046,2022-11-03,2022-11-30,2023-02-01,No feedback
Bangladesh,Banana Chips,51,['Banana'],2,Poor,35,1785,2025-02-11,2025-03-21,2025-05-12,"Not great, needs improvement."
Bangladesh,Toffee,45,['Sugar'],3,Average,10,450,2025-03-30,2025-06-09,2025-06-28,Okay for the price.
India,Banana Chips,75,['Banana'],0,No Feedback,40,3000,2020-09-05,2020-10-01,2020-12-04,No feedback
India,Khari,60,['Cumin'],5,Excellent,40,2400,2020-03-22,2020-04-18,2020-06-20,Exceeded my expectations!
Bhutan,Nachos,70,['Maize'],5,Excellent,75,5250,2023-08-15,2023-09-14,2023-11-13,Absolutely loved it!
Sri-Lanka,Pie,32,['Sugar'],2,Poor,35,1120,2024-09-01,2024-10-25,2024-11-30,Below average product.
India,Pie,54,['Sugar'],4,Good,50,2700,2022-07-03,2022-09-16,2022-10-01,"Good product, no issues."
Pakistan,Toffee,13,['Sugar'],3,Average,12,156,2023-09-24,2023-11-20,2023-12-23,Decent product overall.
Bangladesh,Toffee,73,['Sugar'],0,No Feedback,10,730,2023-04-21,2023-06-13,2023-07-20,No feedback
Nepal,Ketchup,75,['Tomato'],1,Very Poor,55,4125,2021-03-10,2021-04-06,2021-06-08,Very poor quality.
Nepal,Cookie,79,"['Barley', 'Sugar']",1,Very Poor,95,7505,2022-05-25,2022-06-18,2022-08-23,Would not recommend.
Sri-Lanka,Khari,45,['Cumin'],1,Very Poor,35,1575,2024-06-15,2024-09-03,2024-09-13,Very poor quality.
Pakistan,Nachos,68,['Maize'],2,Poor,60,4080,2022-02-28,2022-05-15,2022-05-29,Not what I expected.
Bhutan,Toffee,66,['Sugar'],4,Good,15,990,2023-09-02,2023-09-17,2023-12-01,"Good product, no issues."
Bhutan,Nachos,57,['Maize'],5,Excellent,75,4275,2025-03-19,2025-06-03,2025-06-17,Exceeded my expectations!
Pakistan,Biscuit,52,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,15,780,2023-11-03,2023-11-26,2024-02-01,Would not recommend.
Pakistan,Pie,51,['Sugar'],1,Very Poor,25,1275,2021-04-19,2021-05-23,2021-07-18,Very poor quality.
Nepal,Banana Chips,75,['Banana'],4,Good,45,3375,2022-09-18,2022-11-23,2022-12-17,"Good product, no issues."
Sri-Lanka,Nachos,73,['Maize'],5,Excellent,45,3285,2021-08-29,2021-10-09,2021-11-27,Outstanding product quality!
Bhutan,Nachos,22,['Maize'],0,No Feedback,75,1650,2021-10-18,2021-11-20,2022-01-16,No feedback
Bangladesh,Toffee,99,['Sugar'],3,Average,10,990,2024-03-05,2024-04-22,2024-06-03,Decent product overall.
Nepal,Maggi,35,['Wheat'],2,Poor,25,875,2022-01-03,2022-02-14,2022-04-03,"Not great, needs improvement."
Bangladesh,Banana Chips,39,['Banana'],5,Excellent,35,1365,2022-01-01,2022-02-04,2022-04-01,Exceeded my expectations!
Bhutan,Pasta,29,"['Wheat', 'Barley']",5,Excellent,105,3045,2020-07-12,2020-09-26,2020-10-10,Outstanding product quality!
Bangladesh,Ketchup,15,['Tomato'],2,Poor,45,675,2022-01-18,2022-02-14,2022-04-18,Not what I expected.
Nepal,Banana Chips,86,['Banana'],3,Average,45,3870,2022-11-28,2022-12-08,2023-02-26,Decent product overall.
Bangladesh,Khari,43,['Cumin'],0,No Feedback,20,860,2024-01-07,2024-02-10,2024-04-06,No feedback
Sri-Lanka,Biscuit,82,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,22,1804,2021-04-28,2021-06-02,2021-07-27,Would not recommend.
Bhutan,Toffee,54,['Sugar'],1,Very Poor,15,810,2024-05-07,2024-06-02,2024-08-05,Very poor quality.
Sri-Lanka,Pasta,29,"['Wheat', 'Barley']",3,Average,100,2900,2023-12-25,2024-02-23,2024-03-24,"Average product, nothing special."
Sri-Lanka,Maggi,53,['Wheat'],0,No Feedback,30,1590,2023-11-23,2024-02-10,2024-02-21,No feedback
Bangladesh,Pasta,31,"['Wheat', 'Barley']",3,Average,95,2945,2021-11-05,2021-12-17,2022-02-03,Decent product overall.
India,Toffee,69,['Sugar'],1,Very Poor,20,1380,2025-06-12,2025-08-01,2025-09-10,Disappointed with the product.
Nepal,Pie,83,['Sugar'],0,No Feedback,45,3735,2021-04-02,2021-05-19,2021-07-01,No feedback
Pakistan,Cookie,55,"['Barley', 'Sugar']",5,Excellent,75,4125,2023-07-12,2023-09-14,2023-10-10,Exceeded my expectations!
India,Ketchup,34,['Tomato'],2,Poor,60,2040,2021-11-18,2021-12-08,2022-02-16,Not what I expected.
Nepal,Ketchup,43,['Tomato'],2,Poor,55,2365,2023-02-06,2023-02-26,2023-05-07,Below average product.
Bhutan,Khari,40,['Cumin'],1,Very Poor,45,1800,2025-04-06,2025-06-04,2025-07-05,Would not recommend.
Bangladesh,Biscuit,17,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,18,306,2020-10-11,2020-12-05,2021-01-09,Would not recommend.
Bangladesh,Banana Chips,54,['Banana'],4,Good,35,1890,2023-07-21,2023-08-28,2023-10-19,Quite happy with the product.
Bangladesh,Pasta,74,"['Wheat', 'Barley']",3,Average,95,7030,2020-05-04,2020-07-21,2020-08-02,Decent product overall.
Bhutan,Banana Chips,16,['Banana'],2,Poor,45,720,2023-07-04,2023-09-21,2023-10-02,"Not great, needs improvement."
Bhutan,Pasta,66,"['Wheat', 'Barley']",5,Excellent,105,6930,2020-07-23,2020-09-10,2020-10-21,Outstanding product quality!
Bangladesh,Biscuit,32,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,18,576,2024-04-10,2024-05-23,2024-07-09,No feedback
Sri-Lanka,Ketchup,28,['Tomato'],5,Excellent,50,1400,2023-05-24,2023-06-19,2023-08-22,Exceeded my expectations!
India,Khari,90,['Cumin'],2,Poor,40,3600,2020-12-10,2021-02-14,2021-03-10,"Not great, needs improvement."
Pakistan,Biscuit,26,"['Wheat', 'Sugar', 'Barley']",4,Good,15,390,2021-12-13,2022-01-19,2022-03-13,"Good product, no issues."
Bhutan,Pie,50,['Sugar'],3,Average,55,2750,2022-01-04,2022-03-24,2022-04-04,"Average product, nothing special."
Pakistan,Cookie,89,"['Barley', 'Sugar']",2,Poor,75,6675,2024-08-12,2024-10-06,2024-11-10,Not what I expected.
Bhutan,Maggi,34,['Wheat'],0,No Feedback,25,850,2021-09-06,2021-11-07,2021-12-05,No feedback
Bangladesh,Toffee,70,['Sugar'],2,Poor,10,700,2025-05-25,2025-07-13,2025-08-23,Not what I expected.
Nepal,Nachos,29,['Maize'],0,No Feedback,55,1595,2025-01-07,2025-02-15,2025-04-07,No feedback
Bhutan,Banana Chips,74,['Banana'],1,Very Poor,45,3330,2021-07-24,2021-08-09,2021-10-22,Would not recommend.
India,Khari,51,['Cumin'],2,Poor,40,2040,2020-08-21,2020-10-25,2020-11-19,Below average product.
Bhutan,Toffee,61,['Sugar'],1,Very Poor,15,915,2021-01-01,2021-03-11,2021-04-01,Would not recommend.
Nepal,Khari,24,['Cumin'],3,Average,35,840,2024-03-24,2024-04-21,2024-06-22,Decent product overall.
Nepal,Pasta,14,"['Wheat', 'Barley']",3,Average,100,1400,2020-06-25,2020-08-25,2020-09-23,Decent product overall.
Bangladesh,Biscuit,20,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,18,360,2022-03-02,2022-04-30,2022-05-31,Would not recommend.
Bangladesh,Toffee,71,['Sugar'],1,Very Poor,10,710,2022-06-02,2022-07-26,2022-08-31,Would not recommend.
Bangladesh,Cookie,53,"['Barley', 'Sugar']",5,Excellent,80,4240,2025-07-28,2025-09-19,2025-10-26,Absolutely loved it!
Nepal,Banana Chips,12,['Banana'],5,Excellent,45,540,2022-07-18,2022-09-10,2022-10-16,Absolutely loved it!
Nepal,Khari,98,['Cumin'],2,Poor,35,3430,2020-02-24,2020-05-14,2020-05-24,Below average product.
Pakistan,Pie,91,['Sugar'],5,Excellent,25,2275,2020-03-04,2020-03-15,2020-06-02,Exceeded my expectations!
Pakistan,Maggi,95,['Wheat'],1,Very Poor,15,1425,2023-06-24,2023-09-13,2023-09-22,Would not recommend.
Sri-Lanka,Khari,47,['Cumin'],1,Very Poor,35,1645,2021-09-28,2021-10-09,2021-12-27,Would not recommend.
Pakistan,Pasta,45,"['Wheat', 'Barley']",5,Excellent,75,3375,2023-05-18,2023-08-03,2023-08-16,Outstanding product quality!
Pakistan,Ketchup,63,['Tomato'],5,Excellent,55,3465,2025-02-01,2025-02-13,2025-05-02,Outstanding product quality!
Nepal,Biscuit,55,"['Wheat', 'Sugar', 'Barley']",4,Good,24,1320,2021-07-22,2021-09-11,2021-10-20,Satisfactory purchase.
Pakistan,Nachos,96,['Maize'],2,Poor,60,5760,2022-02-09,2022-03-04,2022-05-10,Below average product.
Pakistan,Toffee,17,['Sugar'],3,Average,12,204,2024-01-12,2024-03-29,2024-04-11,"Average product, nothing special."
Sri-Lanka,Maggi,69,['Wheat'],2,Poor,30,2070,2022-06-09,2022-07-11,2022-09-07,"Not great, needs improvement."
Bangladesh,Banana Chips,62,['Banana'],0,No Feedback,35,2170,2023-03-24,2023-05-29,2023-06-22,No feedback
Bhutan,Biscuit,54,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,25,1350,2020-02-29,2020-04-29,2020-05-29,Very poor quality.
Pakistan,Toffee,68,['Sugar'],2,Poor,12,816,2022-04-10,2022-06-30,2022-07-09,Not what I expected.
Nepal,Biscuit,89,"['Wheat', 'Sugar', 'Barley']",4,Good,24,2136,2021-06-08,2021-07-01,2021-09-06,"Good product, no issues."
India,Pasta,28,"['Wheat', 'Barley']",3,Average,120,3360,2022-07-11,2022-07-21,2022-10-09,Decent product overall.
India,Pasta,89,"['Wheat', 'Barley']",2,Poor,120,10680,2024-07-24,2024-09-24,2024-10-22,Not what I expected.
Bhutan,Ketchup,30,['Tomato'],5,Excellent,65,1950,2023-01-29,2023-03-02,2023-04-29,Absolutely loved it!
India,Ketchup,16,['Tomato'],1,Very Poor,60,960,2020-06-22,2020-08-26,2020-09-20,Disappointed with the product.
India,Toffee,69,['Sugar'],2,Poor,20,1380,2024-07-29,2024-09-06,2024-10-27,Below average product.
Bangladesh,Cookie,37,"['Barley', 'Sugar']",3,Average,80,2960,2022-09-01,2022-10-30,2022-11-30,Okay for the price.
Nepal,Maggi,73,['Wheat'],4,Good,25,1825,2024-05-09,2024-07-12,2024-08-07,"Good product, no issues."
India,Toffee,97,['Sugar'],4,Good,20,1940,2025-06-22,2025-07-28,2025-09-20,Satisfactory purchase.
Bangladesh,Cookie,31,"['Barley', 'Sugar']",2,Poor,80,2480,2025-07-26,2025-08-06,2025-10-24,Below average product.
Bhutan,Maggi,65,['Wheat'],0,No Feedback,25,1625,2022-06-09,2022-07-15,2022-09-07,No feedback
Sri-Lanka,Ketchup,93,['Tomato'],0,No Feedback,50,4650,2024-01-14,2024-02-08,2024-04-13,No feedback
Bhutan,Ketchup,35,['Tomato'],3,Average,65,2275,2025-04-03,2025-05-10,2025-07-02,"Average product, nothing special."
Bhutan,Biscuit,20,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,25,500,2022-08-01,2022-10-04,2022-10-30,Very poor quality.
Bhutan,Banana Chips,88,['Banana'],3,Average,45,3960,2023-02-17,2023-03-31,2023-05-18,"Average product, nothing special."
Bhutan,Cookie,79,"['Barley', 'Sugar']",0,No Feedback,105,8295,2022-04-20,2022-05-25,2022-07-19,No feedback
Nepal,Maggi,72,['Wheat'],4,Good,25,1800,2024-01-15,2024-01-29,2024-04-14,"Good product, no issues."
Sri-Lanka,Khari,20,['Cumin'],2,Poor,35,700,2020-10-20,2020-12-07,2021-01-18,Below average product.
India,Biscuit,79,"['Wheat', 'Sugar', 'Barley']",3,Average,20,1580,2023-03-28,2023-05-07,2023-06-26,"Average product, nothing special."
Bhutan,Nachos,16,['Maize'],2,Poor,75,1200,2022-07-15,2022-08-18,2022-10-13,"Not great, needs improvement."
Pakistan,Banana Chips,89,['Banana'],0,No Feedback,30,2670,2022-06-18,2022-08-17,2022-09-16,No feedback
Bhutan,Khari,95,['Cumin'],4,Good,45,4275,2024-05-11,2024-08-02,2024-08-09,"Good product, no issues."
Bhutan,Pasta,50,"['Wheat', 'Barley']",4,Good,105,5250,2024-05-10,2024-07-04,2024-08-08,"Good product, no issues."
Sri-Lanka,Khari,14,['Cumin'],1,Very Poor,35,490,2022-08-31,2022-11-13,2022-11-29,Very poor quality.
India,Khari,83,['Cumin'],4,Good,40,3320,2025-05-05,2025-06-09,2025-08-03,Quite happy with the product.
India,Ketchup,25,['Tomato'],0,No Feedback,60,1500,2023-02-11,2023-04-25,2023-05-12,No feedback
Nepal,Khari,32,['Cumin'],3,Average,35,1120,2020-08-13,2020-09-23,2020-11-11,Decent product overall.
Sri-Lanka,Cookie,74,"['Barley', 'Sugar']",3,Average,85,6290,2022-09-27,2022-11-05,2022-12-26,Okay for the price.
India,Ketchup,49,['Tomato'],2,Poor,60,2940,2023-02-09,2023-04-06,2023-05-10,"Not great, needs improvement."
Bangladesh,Maggi,52,['Wheat'],2,Poor,35,1820,2024-11-16,2025-01-26,2025-02-14,"Not great, needs improvement."
India,Banana Chips,32,['Banana'],3,Average,40,1280,2023-02-18,2023-04-26,2023-05-19,Decent product overall.
Bhutan,Pie,42,['Sugar'],2,Poor,55,2310,2022-01-19,2022-03-25,2022-04-19,Below average product.
India,Toffee,26,['Sugar'],0,No Feedback,20,520,2024-06-21,2024-07-16,2024-09-19,No feedback
Bangladesh,Cookie,86,"['Barley', 'Sugar']",3,Average,80,6880,2023-10-30,2024-01-08,2024-01-28,"Average product, nothing special."
Pakistan,Banana Chips,99,['Banana'],2,Poor,30,2970,2025-06-08,2025-07-20,2025-09-06,Below average product.
Sri-Lanka,Pie,95,['Sugar'],5,Excellent,35,3325,2022-10-19,2022-12-28,2023-01-17,Outstanding product quality!
Sri-Lanka,Pasta,52,"['Wheat', 'Barley']",2,Poor,100,5200,2020-12-06,2020-12-22,2021-03-06,Below average product.
India,Biscuit,20,"['Wheat', 'Sugar', 'Barley']",2,Poor,20,400,2022-10-19,2022-11-09,2023-01-17,Below average product.
Nepal,Nachos,76,['Maize'],2,Poor,55,4180,2020-10-10,2020-11-11,2021-01-08,Not what I expected.
Nepal,Biscuit,73,"['Wheat', 'Sugar', 'Barley']",2,Poor,24,1752,2024-07-25,2024-08-21,2024-10-23,Below average product.
India,Cookie,79,"['Barley', 'Sugar']",5,Excellent,100,7900,2024-03-15,2024-03-25,2024-06-13,Absolutely loved it!
Bhutan,Pasta,10,"['Wheat', 'Barley']",5,Excellent,105,1050,2022-12-10,2023-01-20,2023-03-10,Absolutely loved it!
Sri-Lanka,Banana Chips,26,['Banana'],3,Average,25,650,2024-07-10,2024-08-13,2024-10-08,"Average product, nothing special."
Bangladesh,Banana Chips,27,['Banana'],3,Average,35,945,2025-05-19,2025-06-05,2025-08-17,Okay for the price.
Nepal,Toffee,92,['Sugar'],5,Excellent,15,1380,2020-01-13,2020-02-15,2020-04-12,Absolutely loved it!
Nepal,Toffee,72,['Sugar'],1,Very Poor,15,1080,2020-02-08,2020-03-23,2020-05-08,Would not recommend.
India,Biscuit,98,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,20,1960,2022-12-30,2023-01-30,2023-03-30,Very poor quality.
Nepal,Biscuit,93,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,24,2232,2020-09-04,2020-11-20,2020-12-03,No feedback
Pakistan,Pie,49,['Sugar'],0,No Feedback,25,1225,2021-05-04,2021-06-18,2021-08-02,No feedback
Pakistan,Maggi,69,['Wheat'],1,Very Poor,15,1035,2020-11-30,2021-02-02,2021-02-28,Very poor quality.
Sri-Lanka,Nachos,30,['Maize'],0,No Feedback,45,1350,2022-06-17,2022-08-27,2022-09-15,No feedback
Bangladesh,Banana Chips,15,['Banana'],3,Average,35,525,2023-11-23,2023-12-29,2024-02-21,"Average product, nothing special."
Pakistan,Cookie,74,"['Barley', 'Sugar']",2,Poor,75,5550,2021-03-04,2021-04-28,2021-06-02,Not what I expected.
Nepal,Toffee,38,['Sugar'],5,Excellent,15,570,2023-11-04,2024-01-19,2024-02-02,Absolutely loved it!
Sri-Lanka,Banana Chips,17,['Banana'],2,Poor,25,425,2022-03-17,2022-04-15,2022-06-15,Below average product.
Bangladesh,Toffee,58,['Sugar'],5,Excellent,10,580,2023-07-31,2023-09-01,2023-10-29,Exceeded my expectations!
India,Pie,27,['Sugar'],2,Poor,50,1350,2020-06-30,2020-09-14,2020-09-28,Not what I expected.
Bangladesh,Maggi,53,['Wheat'],3,Average,35,1855,2025-03-22,2025-06-03,2025-06-20,Decent product overall.
Nepal,Maggi,87,['Wheat'],1,Very Poor,25,2175,2022-01-21,2022-02-04,2022-04-21,Disappointed with the product.
Pakistan,Toffee,56,['Sugar'],0,No Feedback,12,672,2020-08-15,2020-08-30,2020-11-13,No feedback
Bhutan,Cookie,29,"['Barley', 'Sugar']",4,Good,105,3045,2022-06-21,2022-07-13,2022-09-19,"Good product, no issues."
Pakistan,Cookie,83,"['Barley', 'Sugar']",0,No Feedback,75,6225,2021-09-21,2021-12-06,2021-12-20,No feedback
Nepal,Cookie,23,"['Barley', 'Sugar']",4,Good,95,2185,2023-03-31,2023-05-17,2023-06-29,"Good product, no issues."
India,Ketchup,63,['Tomato'],1,Very Poor,60,3780,2024-06-22,2024-07-20,2024-09-20,Very poor quality.
India,Biscuit,86,"['Wheat', 'Sugar', 'Barley']",4,Good,20,1720,2025-03-02,2025-05-20,2025-05-31,"Good product, no issues."
Nepal,Toffee,42,['Sugar'],0,No Feedback,15,630,2024-07-07,2024-08-19,2024-10-05,No feedback
India,Pie,59,['Sugar'],2,Poor,50,2950,2025-01-25,2025-02-25,2025-04-25,Below average product.
Nepal,Khari,37,['Cumin'],4,Good,35,1295,2020-07-27,2020-08-07,2020-10-25,Quite happy with the product.
Bhutan,Cookie,14,"['Barley', 'Sugar']",3,Average,105,1470,2021-08-28,2021-09-23,2021-11-26,"Average product, nothing special."
Nepal,Khari,34,['Cumin'],4,Good,35,1190,2024-10-29,2024-11-10,2025-01-27,Satisfactory purchase.
Bangladesh,Khari,65,['Cumin'],2,Poor,20,1300,2024-03-06,2024-03-21,2024-06-04,Below average product.
India,Banana Chips,73,['Banana'],1,Very Poor,40,2920,2024-12-14,2025-01-16,2025-03-14,Would not recommend.
Pakistan,Biscuit,68,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,15,1020,2022-04-17,2022-07-03,2022-07-16,Very poor quality.
Sri-Lanka,Biscuit,39,"['Wheat', 'Sugar', 'Barley']",4,Good,22,858,2024-03-05,2024-05-14,2024-06-03,Quite happy with the product.
Bangladesh,Nachos,75,['Maize'],5,Excellent,35,2625,2024-10-28,2024-12-10,2025-01-26,Absolutely loved it!
India,Pasta,61,"['Wheat', 'Barley']",4,Good,120,7320,2024-01-05,2024-03-09,2024-04-04,"Good product, no issues."
Sri-Lanka,Khari,71,['Cumin'],5,Excellent,35,2485,2021-10-09,2021-10-27,2022-01-07,Exceeded my expectations!
Pakistan,Banana Chips,14,['Banana'],2,Poor,30,420,2023-12-04,2024-01-12,2024-03-03,Below average product.
Bhutan,Khari,68,['Cumin'],2,Poor,45,3060,2021-12-09,2022-01-20,2022-03-09,Not what I expected.
Sri-Lanka,Khari,47,['Cumin'],2,Poor,35,1645,2023-03-22,2023-05-11,2023-06-20,Not what I expected.
India,Cookie,68,"['Barley', 'Sugar']",5,Excellent,100,6800,2024-07-21,2024-08-20,2024-10-19,Absolutely loved it!
India,Cookie,26,"['Barley', 'Sugar']",0,No Feedback,100,2600,2023-11-07,2024-01-13,2024-02-05,No feedback
Pakistan,Maggi,91,['Wheat'],1,Very Poor,15,1365,2021-01-01,2021-01-19,2021-04-01,Disappointed with the product.
Sri-Lanka,Banana Chips,33,['Banana'],4,Good,25,825,2020-04-01,2020-04-11,2020-06-30,Quite happy with the product.
Pakistan,Khari,76,['Cumin'],3,Average,25,1900,2024-05-24,2024-06-06,2024-08-22,Decent product overall.
India,Ketchup,32,['Tomato'],1,Very Poor,60,1920,2022-04-27,2022-05-26,2022-07-26,Disappointed with the product.
India,Pasta,49,"['Wheat', 'Barley']",0,No Feedback,120,5880,2023-03-20,2023-04-07,2023-06-18,No feedback
Pakistan,Ketchup,42,['Tomato'],0,No Feedback,55,2310,2020-03-07,2020-04-25,2020-06-05,No feedback
Bangladesh,Banana Chips,87,['Banana'],5,Excellent,35,3045,2024-01-04,2024-01-30,2024-04-03,Absolutely loved it!
Sri-Lanka,Khari,23,['Cumin'],4,Good,35,805,2022-12-11,2023-02-02,2023-03-11,Quite happy with the product.
